"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138"
"1",0,-9399.53614473157,-8569.97724557319,-3395.21967743762,-41682.1854603601,-43511.5196673371,-32172.5207925677,20648.8294711687,19974.8296053159,26791.2707362817,-77037.0291087281,-7138.85583952651,-17250.596827062,-56621.2226031969,-67792.5276031261,3967.8199060341,12231.9948663801,24056.3758244981,5114.59374831058,-7958.00649212848,-25134.1846168492,-33704.2322393631,-44123.0045219299,-88472.1713755361,-82206.7055209437,-23201.2336642329,-15088.0091655114,-35707.8843393736,-20837.541189639,-39923.7467869587,-49163.4150706372,-71442.1550311117,2673.93243984337,7675.17077722802,16437.6338992363,27290.3772322747,-75550.9591549819,2544.01567377383,36962.7483485294,-41604.3544880074,-15447.5463934513,-695.315253157867,49573.0562154655,47227.7913768187,-61766.2448783756,-27995.2661529212,-84607.139039043,-97285.0462866282,-111540.88839158,-128799.774714251,-115240.125586158,-109324.19297579,-96306.0641255535,-55753.4208993925,40676.9337120479,41468.8261076066,26525.4649111558,11013.3164629644,-14872.4471615751,-105814.114462206,-107397.709812231,-117511.292499662,-115848.529090468,-114063.681735031,-111967.754610427,-146493.48233693,-145391.579711221,26300.0540474903,14018.240879597,-1181.7310300814,-55180.1431173339,-88084.2052280531,-117816.594287718,-175623.080550132,-159678.521327451,-138211.910333767,-119221.288176401,-135744.272064091,-141406.881851453,-141906.881851453,-137730.743187892,-131113.645003396,-136104.472636065,-64286.6291876701,-61154.541806896,-51979.8976496361,-29222.0079435188,-3967.52429572999,-5018.40382201591,-3260.39534562198,-2656.44991886406,38404.8060768773,-21074.2474234245,-25685.6285915428,-100926.842857722,-104649.404733432,-199425.812543107,-205175.574888797,-190811.852549941,-177284.689498652,-168329.863774649,-241582.287847741,-241582.287847741,-241006.273585699,-237585.546030111,-238430.083312963,-237565.228113381,-222863.430842444,-305281.43915365,-301180.514169285,-308690.41396869,-326593.648116193,-242013.689239859,-251838.762145106,-250796.271671758,-220416.460343659,-222803.43430766,-219024.867273735,-295935.363756595,-271447.142857372,-240422.871706917,-308484.818692042,-302082.247823215,-329618.15954328,-330226.474491707,-261373.630360266,-265504.60148564,-268450.663552155,-269798.112526638,-256506.424782651,-266714.957375138,-252857.258005089,-268414.386330937,-290992.840527223,-266131.737380248,-323181.702168006,-307256.101923221,-231016.317880114
"2",9399.53614473157,0,829.558899158379,6004.31646729395,-32282.6493156286,-34111.9835226056,-22772.9846478361,30048.3656159003,29374.3657500474,36190.8068810133,-67637.4929639965,2260.68030520505,-7851.06068233046,-47221.6864584654,-58392.9914583945,13367.3560507657,21631.5310111117,33455.9119692297,14514.1298930421,1441.52965260309,-15734.6484721177,-24304.6960946315,-34723.4683771984,-79072.6352308045,-72807.1693762121,-13801.6975195014,-5688.47302077978,-26308.3481946421,-11438.0050449074,-30524.2106422271,-39763.8789259056,-62042.6188863802,12073.4685845749,17074.7069219596,25837.1700439679,36689.9133770062,-66151.4230102504,11943.5518185054,46362.284493261,-32204.8183432759,-6048.01024871971,8704.2208915737,58972.5923601971,56627.3275215502,-52366.708733644,-18595.7300081896,-75207.6028943114,-87885.5101418967,-102141.352246848,-119400.238569519,-105840.589441426,-99924.656831058,-86906.5279808219,-46353.8847546609,50076.4698567794,50868.3622523381,35925.0010558874,20412.852607696,-5472.91101684357,-96414.5783174743,-97998.1736674991,-108111.756354931,-106448.992945736,-104664.145590299,-102568.218465695,-137093.946192199,-135992.043566489,35699.5901922219,23417.7770243285,8217.80511465017,-45780.6069726023,-78684.6690833215,-108417.058142986,-166223.544405401,-150278.985182719,-128812.374189036,-109821.75203167,-126344.735919359,-132007.345706722,-132507.345706722,-128331.207043161,-121714.108858665,-126704.936491333,-54887.0930429386,-51755.0056621644,-42580.3615049046,-19822.4717987872,5432.01184900157,4381.13232271565,6139.14079910959,6743.0862258675,47804.3422216089,-11674.7112786929,-16286.0924468113,-91527.3067129904,-95249.8685887008,-190026.276398375,-195776.038744066,-181412.316405209,-167885.15335392,-158930.327629918,-232182.751703009,-232182.751703009,-231606.737440967,-228186.009885379,-229030.547168232,-228165.69196865,-213463.894697713,-295881.903008919,-291780.978024554,-299290.877823958,-317194.111971462,-232614.153095127,-242439.226000375,-241396.735527026,-211016.924198927,-213403.898162928,-209625.331129003,-286535.827611863,-262047.606712641,-231023.335562186,-299085.282547311,-292682.711678483,-320218.623398548,-320826.938346976,-251974.094215534,-256105.065340909,-259051.127407423,-260398.576381906,-247106.888637919,-257315.421230407,-243457.721860358,-259014.850186205,-281593.304382491,-256732.201235516,-313782.166023274,-297856.56577849,-221616.781735383
"3",8569.97724557319,-829.558899158379,0,5174.75756813557,-33112.208214787,-34941.5424217639,-23602.5435469945,29218.8067167419,28544.8068508891,35361.2479818549,-68467.0518631549,1431.12140604667,-8680.61958148883,-48051.2453576237,-59222.5503575529,12537.7971516073,20801.9721119533,32626.3530700713,13684.5709938838,611.970753444708,-16564.207371276,-25134.2549937899,-35553.0272763568,-79902.1941299629,-73636.7282753705,-14631.2564186598,-6518.03191993816,-27137.9070938004,-12267.5639440658,-31353.7695413855,-40593.437825064,-62872.1777855385,11243.9096854166,16245.1480228012,25007.6111448095,35860.3544778479,-66980.9819094088,11113.992919347,45532.7255941026,-33034.3772424342,-6877.56914787809,7874.66199241532,58143.0334610387,55797.7686223919,-53196.2676328024,-19425.288907348,-76037.1617934698,-88715.069041055,-102970.911146007,-120229.797468678,-106670.148340585,-100754.215730216,-87736.0868799803,-47183.4436538193,49246.9109576211,50038.8033531798,35095.442156729,19583.2937085376,-6302.46991600195,-97244.1372166327,-98827.7325666575,-108941.315254089,-107278.551844895,-105493.704489457,-103397.777364854,-137923.505091357,-136821.602465648,34870.0312930635,22588.2181251702,7388.24621549179,-46610.1658717607,-79514.2279824799,-109246.617042145,-167053.103304559,-151108.544081877,-129641.933088194,-110651.310930828,-127174.294818518,-132836.90460588,-133336.90460588,-129160.765942319,-122543.667757823,-127534.495390492,-55716.6519420969,-52584.5645613228,-43409.920404063,-20652.0306979456,4602.45294984319,3551.57342355727,5309.58189995121,5913.52732670913,46974.7833224505,-12504.2701778513,-17115.6513459696,-92356.8656121488,-96079.4274878592,-190855.835297533,-196605.597643224,-182241.875304368,-168714.712253079,-159759.886529076,-233012.310602168,-233012.310602168,-232436.296340125,-229015.568784538,-229860.10606739,-228995.250867808,-214293.453596871,-296711.461908077,-292610.536923712,-300120.436723117,-318023.67087062,-233443.711994286,-243268.784899533,-242226.294426184,-211846.483098086,-214233.457062087,-210454.890028162,-287365.386511022,-262877.165611799,-231852.894461344,-299914.841446469,-293512.270577642,-321048.182297706,-321656.497246134,-252803.653114693,-256934.624240067,-259880.686306582,-261228.135281065,-247936.447537078,-258144.980129565,-244287.280759516,-259844.409085364,-282422.86328165,-257561.760134675,-314611.724922433,-298686.124677648,-222446.340634541
"4",3395.21967743762,-6004.31646729395,-5174.75756813557,0,-38286.9657829225,-40116.2999898995,-28777.3011151301,24044.0491486063,23370.0492827535,30186.4904137193,-73641.8094312905,-3743.63616208889,-13855.3771496244,-53226.0029257593,-64397.3079256885,7363.03958347172,15627.2145438177,27451.5955019357,8509.8134257482,-4562.78681469086,-21738.9649394116,-30309.0125619255,-40727.7848444923,-85076.9516980984,-78811.4858435061,-19806.0139867953,-11692.7894880737,-32312.664661936,-17442.3215122014,-36528.527109521,-45768.1953931996,-68046.9353536741,6069.15211728099,11070.3904546656,19832.853576674,30685.5969097123,-72155.7394775443,5939.23535121145,40357.968025967,-38209.1348105698,-12052.3267160137,2699.90442427975,52968.2758929032,50623.0110542563,-58371.025200938,-24600.0464754836,-81211.9193616054,-93889.8266091906,-108145.668714142,-125404.555036813,-111844.90590872,-105928.973298352,-92910.8444481159,-52358.2012219549,44072.1533894855,44864.0457850442,29920.6845885934,14408.536140402,-11477.2274841375,-102418.894784768,-104002.490134793,-114116.072822225,-112453.30941303,-110668.462057593,-108572.534932989,-143098.262659493,-141996.360033783,29695.2737249279,17413.4605570346,2213.48864735622,-51784.9234398963,-84688.9855506155,-114421.37461028,-172227.860872695,-156283.301650013,-134816.69065633,-115826.068498964,-132349.052386653,-138011.662174016,-138511.662174016,-134335.523510455,-127718.425325959,-132709.252958627,-60891.4095102325,-57759.3221294584,-48584.6779721985,-25826.7882660812,-572.304618292372,-1623.18414457829,134.824331815646,738.769758573559,41800.0257543149,-17679.0277459869,-22290.4089141052,-97531.6231802843,-101254.185055995,-196030.592865669,-201780.35521136,-187416.632872503,-173889.469821214,-164934.644097212,-238187.068170303,-238187.068170303,-237611.053908261,-234190.326352673,-235034.863635526,-234170.008435944,-219468.211165007,-301886.219476213,-297785.294491848,-305295.194291252,-323198.428438756,-238618.469562421,-248443.542467669,-247401.05199432,-217021.240666221,-219408.214630222,-215629.647596297,-292540.144079157,-268051.923179935,-237027.65202948,-305089.599014604,-298687.028145777,-326222.939865842,-326831.25481427,-257978.410682828,-262109.381808203,-265055.443874717,-266402.8928492,-253111.205105213,-263319.737697701,-249462.038327652,-265019.166653499,-287597.620849785,-262736.51770281,-319786.482490568,-303860.882245784,-227621.098202677
"5",41682.1854603601,32282.6493156286,33112.208214787,38286.9657829225,0,-1829.33420697699,9509.66466779244,62331.0149315288,61657.015065676,68473.4561966418,-35354.843648368,34543.3296208336,24431.5886332981,-14939.0371428368,-26110.3421427659,45650.0053663942,53914.1803267403,65738.5612848583,46796.7792086707,33724.1789682317,16548.0008435109,7977.95322099706,-2440.81906156981,-46789.9859151759,-40524.5200605835,18480.9517961272,26594.1762948488,5974.30112098652,20844.6442707211,1758.43867340148,-7481.22961027705,-29759.9695707516,44356.1179002035,49357.3562375882,58119.8193595965,68972.5626926348,-33868.7736946218,44226.201134134,78644.9338088895,77.8309723527054,26234.6390669089,40986.8702072023,91255.2416758257,88909.9768371788,-20084.0594180155,13686.9193074389,-42924.9535786828,-55602.8608262681,-69858.7029312197,-87117.5892538906,-73557.9401257977,-67642.0075154295,-54623.8786651933,-14071.2354390324,82359.119172408,83151.0115679667,68207.6503715159,52695.5019233245,26809.738298785,-64131.9290018457,-65715.5243518705,-75829.1070393024,-74166.3436301077,-72381.4962746704,-70285.5691500666,-104811.29687657,-103709.394250861,67982.2395078504,55700.4263399571,40500.4544302787,-13497.9576569737,-46402.019767693,-76134.4088273579,-133940.895089772,-117996.33586709,-96529.7248734072,-77539.1027160413,-94062.0866037307,-99724.6963910932,-100224.696391093,-96048.5577275321,-89431.4595430363,-94422.2871757047,-22604.44372731,-19472.3563465358,-10297.712189276,12460.1775168413,37714.6611646301,36663.7816383442,38421.7901147382,39025.7355414961,80086.9915372374,20607.9380369356,15996.5568688173,-59244.6573973618,-62967.2192730723,-157743.627082746,-163493.389428437,-149129.667089581,-135602.504038292,-126647.678314289,-199900.102387381,-199900.102387381,-199324.088125338,-195903.360569751,-196747.897852603,-195883.042653021,-181181.245382084,-263599.25369329,-259498.328708925,-267008.22850833,-284911.462655833,-200331.503779499,-210156.576684746,-209114.086211398,-178734.274883299,-181121.2488473,-177342.681813375,-254253.178296235,-229764.957397012,-198740.686246557,-266802.633231682,-260400.062362855,-287935.97408292,-288544.289031347,-219691.444899906,-223822.41602528,-226768.478091795,-228115.927066278,-214824.239322291,-225032.771914778,-211175.072544729,-226732.200870577,-249310.655066863,-224449.551919888,-281499.516707646,-265573.916462861,-189334.132419754
"6",43511.5196673371,34111.9835226056,34941.5424217639,40116.2999898995,1829.33420697699,0,11338.9988747694,64160.3491385058,63486.349272653,70302.7904036188,-33525.509441391,36372.6638278106,26260.9228402751,-13109.7029358598,-24281.0079357889,47479.3395733712,55743.5145337172,67567.8954918353,48626.1134156477,35553.5131752086,18377.3350504879,9807.28742797405,-611.484854592825,-44960.6517081989,-38695.1858536066,20310.2860031042,28423.5105018258,7803.63532796351,22673.9784776981,3587.77288037847,-5651.89540330006,-27930.6353637746,46185.4521071805,51186.6904445651,59949.1535665735,70801.8968996118,-32039.4394876448,46055.535341111,80474.2680158665,1907.16517932969,28063.9732738858,42816.2044141793,93084.5758828027,90739.3110441558,-18254.7252110385,15516.2535144159,-41095.6193717059,-53773.5266192911,-68029.3687242427,-85288.2550469136,-71728.6059188207,-65812.6733084525,-52794.5444582163,-12241.9012320554,84188.453379385,84980.3457749437,70036.9845784929,54524.8361303015,28639.072505762,-62302.5947948687,-63886.1901448935,-73999.7728323254,-72337.0094231307,-70552.1620676934,-68456.2349430896,-102981.962669593,-101880.060043884,69811.5737148274,57529.7605469341,42329.7886372557,-11668.6234499968,-44572.685560716,-74305.0746203809,-132111.560882795,-116167.001660113,-94700.3906664302,-75709.7685090643,-92232.7523967538,-97895.3621841162,-98395.3621841163,-94219.2235205551,-87602.1253360593,-92592.9529687277,-20775.109520333,-17643.0221395589,-8468.37798229902,14289.5117238183,39543.9953716071,38493.1158453212,40251.1243217151,40855.0697484731,81916.3257442144,22437.2722439126,17825.8910757943,-57415.3231903848,-61137.8850660953,-155914.292875769,-161664.05522146,-147300.332882604,-133773.169831315,-124818.344107312,-198070.768180404,-198070.768180404,-197494.753918361,-194074.026362774,-194918.563645626,-194053.708446044,-179351.911175107,-261769.919486313,-257668.994501948,-265178.894301353,-283082.128448856,-198502.169572522,-208327.242477769,-207284.752004421,-176904.940676322,-179291.914640323,-175513.347606398,-252423.844089258,-227935.623190035,-196911.35203958,-264973.299024705,-258570.728155878,-286106.639875943,-286714.95482437,-217862.110692929,-221993.081818303,-224939.143884818,-226286.592859301,-212994.905115314,-223203.437707801,-209345.738337752,-224902.8666636,-247481.320859886,-222620.217712911,-279670.182500669,-263744.582255884,-187504.798212777
"7",32172.5207925677,22772.9846478361,23602.5435469945,28777.3011151301,-9509.66466779244,-11338.9988747694,0,52821.3502637364,52147.3503978836,58963.7915288494,-44864.5083161604,25033.6649530412,14921.9239655057,-24448.7018106292,-35620.0068105584,36140.3406986018,44404.5156589478,56228.8966170658,37287.1145408783,24214.5143004392,7038.33617571846,-1531.71144679538,-11950.4837293623,-56299.6505829684,-50034.184728376,8971.28712833475,17084.5116270563,-3535.36354680592,11334.9796029287,-7751.22599439096,-16990.8942780695,-39269.634238544,34846.4532324111,39847.6915697957,48610.154691804,59462.8980248424,-43378.4383624143,34716.5364663415,69135.2691410971,-9431.83369543974,16724.9743991164,31477.2055394098,81745.5770080332,79400.3121693864,-29593.7240858079,4177.2546396465,-52434.6182464753,-65112.5254940605,-79368.3675990122,-96627.2539216831,-83067.6047935901,-77151.6721832219,-64133.5433329858,-23580.9001068248,72849.4545046156,73641.3469001743,58697.9857037235,43185.8372555321,17300.0736309926,-73641.5936696382,-75225.189019663,-85338.7717070948,-83676.0082979001,-81891.1609424629,-79795.233817859,-114320.961544363,-113219.058918653,58472.574840058,46190.7616721647,30990.7897624863,-23007.6223247662,-55911.6844354854,-85644.0734951503,-143450.559757565,-127506.000534883,-106039.3895412,-87048.7673838337,-103571.751271523,-109234.361058886,-109734.361058886,-105558.222395324,-98941.1242108287,-103931.951843497,-32114.1083951024,-28982.0210143283,-19807.3768570684,2950.51284904889,28204.9964968377,27154.1169705518,28912.1254469457,29516.0708737036,70577.326869445,11098.2733691432,6486.89220102486,-68754.3220651543,-72476.8839408647,-167253.291750539,-173003.05409623,-158639.331757373,-145112.168706084,-136157.342982082,-209409.767055173,-209409.767055173,-208833.752793131,-205413.025237543,-206257.562520396,-205392.707320814,-190690.910049877,-273108.918361082,-269007.993376717,-276517.893176122,-294421.127323625,-209841.168447291,-219666.241352538,-218623.75087919,-188243.939551091,-190630.913515092,-186852.346481167,-263762.842964027,-239274.622064804,-208250.35091435,-276312.297899474,-269909.727030647,-297445.638750712,-298053.95369914,-229201.109567698,-233332.080693073,-236278.142759587,-237625.59173407,-224333.903990083,-234542.436582571,-220684.737212522,-236241.865538369,-258820.319734655,-233959.21658768,-291009.181375438,-275083.581130654,-198843.797087547
"8",-20648.8294711687,-30048.3656159003,-29218.8067167419,-24044.0491486063,-62331.0149315288,-64160.3491385058,-52821.3502637364,0,-673.99986585282,6142.44126511301,-97685.8585798968,-27787.6853106952,-37899.4262982307,-77270.0520743656,-88441.3570742948,-16681.0095651346,-8416.83460478857,3407.54635332944,-15534.2357228581,-28606.8359632972,-45783.0140880179,-54353.0617105318,-64771.8339930986,-109121.000846705,-102855.534992112,-43850.0631354016,-35736.83863668,-56356.7138105423,-41486.3706608077,-60572.5762581273,-69812.2445418059,-92090.9845022804,-17974.8970313253,-12973.6586939407,-4211.19557193236,6641.54776110599,-96199.7886261506,-18104.8137973949,16313.9188773607,-62253.1839591761,-36096.37586462,-21344.1447243266,28924.2267442968,26578.96190565,-82415.0743495443,-48644.0956240899,-105255.968510212,-117933.875757797,-132189.717862749,-149448.604185419,-135888.955057327,-129973.022446958,-116954.893596722,-76402.2503705612,20028.1042408792,20819.9966364379,5876.63543998712,-9635.51300820429,-35521.2766327438,-126462.943933375,-128046.539283399,-138160.121970831,-136497.358561637,-134712.511206199,-132616.584081595,-167142.311808099,-166040.40918239,5651.22457632161,-6630.58859157172,-21830.5605012501,-75828.9725885026,-108733.034699222,-138465.423758887,-196271.910021301,-180327.350798619,-158860.739804936,-139870.11764757,-156393.10153526,-162055.711322622,-162555.711322622,-158379.572659061,-151762.474474565,-156753.302107234,-84935.4586588388,-81803.3712780647,-72628.7271208048,-49870.8374146875,-24616.3537668987,-25667.2332931846,-23909.2248167907,-23305.2793900328,17755.9766057086,-41723.0768945932,-46334.4580627115,-121575.672328891,-125298.234204601,-220074.642014275,-225824.404359966,-211460.682021109,-197933.518969821,-188978.693245818,-262231.11731891,-262231.11731891,-261655.103056867,-258234.37550128,-259078.912784132,-258214.05758455,-243512.260313613,-325930.268624819,-321829.343640454,-329339.243439859,-347242.477587362,-262662.518711028,-272487.591616275,-271445.101142926,-241065.289814828,-243452.263778828,-239673.696744903,-316584.193227764,-292095.972328541,-261071.701178086,-329133.648163211,-322731.077294384,-350266.989014448,-350875.303962876,-282022.459831435,-286153.430956809,-289099.493023323,-290446.941997807,-277155.25425382,-287363.786846307,-273506.087476258,-289063.215802106,-311641.669998392,-286780.566851417,-343830.531639175,-327904.93139439,-251665.147351283
"9",-19974.8296053159,-29374.3657500474,-28544.8068508891,-23370.0492827535,-61657.015065676,-63486.349272653,-52147.3503978836,673.99986585282,0,6816.44113096583,-97011.858714044,-27113.6854448424,-37225.4264323779,-76596.0522085128,-87767.3572084419,-16007.0096992818,-7742.83473893575,4081.54621918226,-14860.2358570053,-27932.8360974443,-45109.0142221651,-53679.0618446789,-64097.8341272458,-108447.000980852,-102181.53512626,-43176.0632695488,-35062.8387708272,-55682.7139446895,-40812.3707949549,-59898.5763922745,-69138.2446759531,-91416.9846364276,-17300.8971654725,-12299.6588280878,-3537.19570607954,7315.54762695881,-95525.7887602978,-17430.813931542,16987.9187432135,-61579.1840933233,-35422.3759987672,-20670.1448584737,29598.2266101497,27252.9617715028,-81741.0744836915,-47970.0957582371,-104581.968644359,-117259.875891944,-131515.717996896,-148774.604319567,-135214.955191474,-129299.022581105,-116280.893730869,-75728.2505047084,20702.104106732,21493.9965022907,6550.63530583994,-8961.51314235147,-34847.276766891,-125788.944067522,-127372.539417547,-137486.122104978,-135823.358695784,-134038.511340346,-131942.584215743,-166468.311942246,-165366.409316537,6325.22444217443,-5956.5887257189,-21156.5606353973,-75154.9727226497,-108059.034833369,-137791.423893034,-195597.910155448,-179653.350932766,-158186.739939083,-139196.117781717,-155719.101669407,-161381.711456769,-161881.711456769,-157705.572793208,-151088.474608712,-156079.302241381,-84261.458792986,-81129.3714122119,-71954.727254952,-49196.8375488347,-23942.3539010459,-24993.2334273318,-23235.2249509378,-22631.2795241799,18429.9764715614,-41049.0770287404,-45660.4581968587,-120901.672463038,-124624.234338748,-219400.642148422,-225150.404494113,-210786.682155257,-197259.519103968,-188304.693379965,-261557.117453057,-261557.117453057,-260981.103191014,-257560.375635427,-258404.912918279,-257540.057718697,-242838.26044776,-325256.268758966,-321155.343774601,-328665.243574006,-346568.477721509,-261988.518845175,-271813.591750422,-270771.101277073,-240391.289948975,-242778.263912976,-238999.696879051,-315910.193361911,-291421.972462688,-260397.701312233,-328459.648297358,-322057.077428531,-349592.989148596,-350201.304097023,-281348.459965582,-285479.431090956,-288425.493157471,-289772.942131954,-276481.254387967,-286689.786980454,-272832.087610405,-288389.215936253,-310967.670132539,-286106.566985564,-343156.531773322,-327230.931528537,-250991.14748543
"10",-26791.2707362817,-36190.8068810133,-35361.2479818549,-30186.4904137193,-68473.4561966418,-70302.7904036188,-58963.7915288494,-6142.44126511301,-6816.44113096583,0,-103828.29984501,-33930.1265758082,-44041.8675633437,-83412.4933394786,-94583.7983394078,-22823.4508302476,-14559.2758699016,-2734.89491178357,-21676.6769879711,-34749.2772284102,-51925.4553531309,-60495.5029756448,-70914.2752582117,-115263.442111818,-108997.976257225,-49992.5044005146,-41879.2799017931,-62499.1550756553,-47628.8119259207,-66715.0175232404,-75954.6858069189,-98233.4257673934,-24117.3382964383,-19116.0999590537,-10353.6368370454,499.106495992979,-102342.229891264,-24247.2550625079,10171.4776122477,-68395.6252242891,-42238.817129733,-27486.5859894396,22781.7854791838,20436.520640537,-88557.5156146573,-54786.5368892029,-111398.409775325,-124076.31702291,-138332.159127862,-155591.045450532,-142031.39632244,-136115.463712071,-123097.334861835,-82544.6916356742,13885.6629757662,14677.5553713249,-265.805825125892,-15777.9542733173,-41663.7178978568,-132605.385198488,-134188.980548512,-144302.563235944,-142639.79982675,-140854.952471312,-138759.025346708,-173284.753073212,-172182.850447503,-491.216688791406,-12773.0298566847,-27973.0017663631,-81971.4138536156,-114875.475964335,-144607.865024,-202414.351286414,-186469.792063732,-165003.181070049,-146012.558912683,-162535.542800373,-168198.152587735,-168698.152587735,-164522.013924174,-157904.915739678,-162895.743372347,-91077.8999239518,-87945.8125431777,-78771.1683859178,-56013.2786798005,-30758.7950320117,-31809.6745582976,-30051.6660819037,-29447.7206551458,11613.5353405956,-47865.5181597062,-52476.8993278245,-127718.113594004,-131440.675469714,-226217.083279388,-231966.845625079,-217603.123286222,-204075.960234934,-195121.134510931,-268373.558584023,-268373.558584023,-267797.54432198,-264376.816766393,-265221.354049245,-264356.498849663,-249654.701578726,-332072.709889932,-327971.784905567,-335481.684704972,-353384.918852475,-268804.959976141,-278630.032881388,-277587.542408039,-247207.731079941,-249594.705043942,-245816.138010016,-322726.634492877,-298238.413593654,-267214.142443199,-335276.089428324,-328873.518559497,-356409.430279561,-357017.745227989,-288164.901096548,-292295.872221922,-295241.934288436,-296589.38326292,-283297.695518933,-293506.22811142,-279648.528741371,-295205.657067219,-317784.111263505,-292923.00811653,-349972.972904288,-334047.372659503,-257807.588616396
