"","Ameiurus_melas","Ameiurus_natalis","Aphredoderus_sayanus","Campostoma_anomalum","Campostoma_spadiceum","Cyprinella_lutrensis","Cyprinella_venusta","Cyprinella_whipplei","Dorosoma_cepedianum","Erimyzon_oblongus","Esox_americanus","Etheostoma_chlorosoma","Etheostoma_gracile","Etheostoma_nigrum","Etheostoma_radiosum","Etheostoma_spectabile","Fundulus_notatus","Fundulus_olivaceus","Gambusia_affinis","Ictalurus_punctatus","Labidesthes_sicculus","Lepomis_cyanellus","Lepomis_gulosus","Lepomis_humilis","Lepomis_macrochirus","Lepomis_megalotis","Lepomis_microlophus","Luxilus_chrysocephalus","Lythrurus_snelsoni","Lythrurus_umbratilis","Micropterus_punctulatus","Micropterus_salmoides","Minytrema_melanops","Moxostoma_duquesnei","Moxostoma_erythrurum","Notemigonus_crysoleucas","Notropis_atherinoides","Notropis_atrocaudalis","Notropis_boops","Notropis_buchanani","Notropis_ortenburgeri","Notropis_stramineus","Notropis_suttkusi","Notropis_volucellus","Noturus_exilis","Noturus_gyrinus","Noturus_nocturnus","Percina_caprodes","Percina_copelandi","Percina_phoxocephala","Percina_sciera","Phenacobius_mirabilis","Pimephales_notatus","Pimephales_promelas","Pimephales_vigilax","Pomoxis_annularis","Pomoxis_nigromaculatus","Semotilus_atromaculatus"
"Esox_americanus",0.202745578359414,0.292459205350674,0.141111029311666,0.373107996851595,0.41232073723621,0.261780827246685,0.302902456035963,0.353323873600004,0.201023866274106,0.270292577308408,0,0.264601216646977,0.246009588705658,0.219980995929801,0.281236695672702,0.296981369723623,0.203690759735945,0.186999959729196,0.246157783102673,0.347156845157063,0.237659696993382,0.199473799028713,0.162380530547839,0.162989243404962,0.158982092867575,0.178953886359756,0.221349705752733,0.351379392221627,0.281626376093405,0.238332317670238,0.222272191087959,0.165478130537686,0.351728230403513,0.292207593941656,0.298360329313512,0.124490327363784,0.25686854621603,0.285720989446093,0.25882970194269,0.223739909585735,0.303155311261231,0.302193481674585,0.321045080731967,0.281549579453107,0.316803094081252,0.161952603678754,0.300098894207696,0.288196699337093,0.237828549555947,0.297925610126121,0.282536875726821,0.336362293894239,0.319622591178581,0.250933622898563,0.341132933096097,0.199394187578162,0.17846876377211,0.337700477942703
"Etheostoma_chlorosoma",0.270170553526352,0.360857890352081,0.238874802719927,0.360869814764395,0.360118612841318,0.196950903436019,0.272976720158216,0.334901112642307,0.306910379902583,0.264999973321043,0.264601216646977,0,0.020052192693023,0.206216827961393,0.252595290205044,0.2408608239558,0.176295072295648,0.193715000993611,0.212325797224927,0.374172862193524,0.258257596941236,0.183610829940539,0.217605301483754,0.221189078601111,0.298948450702479,0.278319586940521,0.23888243506486,0.299477748595966,0.252476042476649,0.185036671488588,0.203957631328249,0.270817797647752,0.262752793935772,0.324579015067698,0.255269238268181,0.309884813241531,0.360231782093776,0.175807272799116,0.276278259144681,0.233168999368935,0.273333533185162,0.288699746398485,0.345562162763559,0.229444065330854,0.262052588478959,0.220038332253677,0.156810014746974,0.316139262137916,0.224004285433693,0.321396714796467,0.251295110150925,0.204760978895647,0.345461788594789,0.276472339545541,0.310517942752438,0.229331334118031,0.208405910311979,0.215402656128142
"Etheostoma_gracile",0.251578925585033,0.380727800872301,0.258744713240146,0.342278186823076,0.341526984899999,0.216820813956238,0.292542057934005,0.354771023162526,0.288318751961264,0.284869883841262,0.246009588705658,0.020052192693023,0,0.226086738481613,0.234003662263725,0.222269196014481,0.196164982815867,0.213767193686634,0.231404280083481,0.394042772713743,0.278127507461455,0.203480740460759,0.199013673542435,0.241058989121331,0.28035682276116,0.29818949746074,0.258934627757883,0.319347659116185,0.272345952996869,0.204906582008807,0.223827541848468,0.290687708167972,0.282622704455992,0.305987387126379,0.2751391487884,0.291293185300212,0.380101692613996,0.194885755657669,0.296148169664901,0.253038909889154,0.253281340492139,0.308569656918704,0.32697053482224,0.249313975851073,0.24346096053764,0.201446704312358,0.138218386805655,0.297547634196597,0.243874195953913,0.302805086855148,0.23288576438241,0.224630889415866,0.365331699115009,0.257880711604222,0.290465750059415,0.249201244638251,0.228275820832199,0.235272566648362
"Etheostoma_nigrum",0.299868389819656,0.241933456840081,0.200154525241466,0.349794128581614,0.387504465120076,0.202114482217682,0.28652527888884,0.335498407626778,0.299787217289579,0.219101470024966,0.219980995929801,0.206216827961393,0.226086738481613,0,0.300166008910195,0.273048311697901,0.184008294127284,0.244751388351304,0.187773394417089,0.331082427306331,0.180471250250926,0.1836035941747,0.226532199554562,0.179679191667974,0.263578473412761,0.202176087174719,0.249023009374841,0.333061194750043,0.261703525869359,0.213878473780498,0.249945494710067,0.154689895698256,0.225555380179467,0.317875793662926,0.202990858923981,0.24933682241217,0.235806580227807,0.304740446914355,0.315094818816712,0.280740136284766,0.321693999498724,0.3024028988706,0.322193126736295,0.246123724169001,0.29266183563628,0.180228976476947,0.244058255522112,0.239476604285015,0.212981773296931,0.347079728549541,0.264356813964314,0.233667387527285,0.208050712443527,0.199816603800468,0.244287005948975,0.221416743843362,0.202678706110952,0.30535744106402
"Etheostoma_radiosum",0.402190647936693,0.454416446300883,0.370894897130267,0.185197601482427,0.145984861097812,0.216020657047917,0.255590039209415,0.197690437821878,0.362007397389846,0.358558529269845,0.281236695672702,0.252595290205044,0.234003662263725,0.300166008910195,0,0.104040774135371,0.270977578463534,0.213816148671878,0.311074933583817,0.390808341219249,0.351816152890038,0.354092462812418,0.388086934355632,0.314747634549913,0.39250700665128,0.294955065966246,0.411369171837577,0.354574766083229,0.193426501419609,0.240133688975851,0.336342290084196,0.325914815135016,0.317849811423035,0.264291417170346,0.310366255755444,0.364981830728794,0.299944184196424,0.235343668773391,0.177529122785791,0.252382907678983,0.177769873335521,0.228532340808825,0.131999324481592,0.323273053971963,0.0863803751969917,0.313596888202479,0.213123015842686,0.178928587317487,0.164167408690187,0.184186039976038,0.118036958900273,0.182934919459833,0.323635729158975,0.446953972417419,0.291576879056644,0.438274505451448,0.417349081645397,0.347422750538482
"Etheostoma_spectabile",0.376437285558868,0.391962068219103,0.350183136620488,0.196932067731671,0.157719327347056,0.236758478212089,0.205784659498632,0.216296249775031,0.297792496550483,0.336023947032031,0.296981369723623,0.2408608239558,0.222269196014481,0.273048311697901,0.104040774135371,0,0.257113828583229,0.240933845884172,0.299340467334573,0.328540860048824,0.368961400091487,0.333632205553722,0.376560810933585,0.291428546758262,0.336684007868706,0.236820083169126,0.399051620753864,0.291755823655842,0.142501368017612,0.213406616763557,0.361512567627551,0.304718507077278,0.298660914635413,0.239569448858891,0.28363918354315,0.3382547585165,0.27321711198413,0.223999827524147,0.234354199426503,0.238461055356096,0.202491841646977,0.278608153211916,0.181804704192375,0.257814010605823,0.137550089742244,0.291796049394431,0.278702251516518,0.190663053566731,0.0991350195347651,0.157458967763744,0.145154656112567,0.233130924170616,0.33537019540822,0.420226900205125,0.278931001943382,0.373085894777616,0.391168855951513,0.28223413986465
"Fundulus_notatus",0.286183173538397,0.299947433441049,0.254887422731971,0.338420896314901,0.337669694391824,0.214424088199767,0.25636313860771,0.273990655731275,0.322922999914627,0.165627977948472,0.203690759735945,0.176295072295648,0.196164982815867,0.184008294127284,0.270977578463534,0.257113828583229,0,0.176127709608636,0.119390100289806,0.313262405282491,0.197347140030203,0.161161911491045,0.23580530756944,0.160278621690079,0.314961070714523,0.17894759156795,0.22080828876265,0.238567291684933,0.232268625120848,0.201049291500632,0.222704483932346,0.171445802275181,0.240303875486278,0.263668558156666,0.194358781357148,0.287435894792037,0.299321325182744,0.197655229710148,0.253829340695187,0.250818380619021,0.214849166909902,0.304712366410529,0.28507237892945,0.24557687765059,0.278065208491004,0.27451249072726,0.252844508619755,0.255228805226884,0.240317386214968,0.337409334808511,0.272656212144723,0.220773598907691,0.20762825476068,0.254023421096047,0.329749865667845,0.245343954130076,0.224418530324024,0.231415276140187
"Fundulus_olivaceus",0.269492373531648,0.321718171895838,0.238196622725222,0.321730096308151,0.320978894385075,0.197456769814245,0.234081582845229,0.295761394186064,0.26777066144634,0.2258602548648,0.186999959729196,0.193715000993611,0.213767193686634,0.244751388351304,0.213816148671878,0.240933845884172,0.176127709608636,0,0.175271567449307,0.335033143737281,0.257579416946531,0.221394188407373,0.293850198412126,0.182049360144868,0.259808732246236,0.200718330022739,0.237475126378942,0.298799568601261,0.21444810286656,0.146257529955422,0.280202528256621,0.231678079191509,0.262074613941068,0.208516219688378,0.254591058273476,0.232283556323749,0.244168986714456,0.137182568178436,0.121964261842284,0.118584645445311,0.197817764948003,0.211579258711473,0.268892396230393,0.190935356489995,0.261374408484254,0.257821690720511,0.271516450136885,0.315461082143211,0.224137403515912,0.282287044417147,0.251103785073455,0.281005875824019,0.267860531677008,0.314255698012374,0.273163232207587,0.305576231046404,0.284650807240352,0.253186014594976
"Gambusia_affinis",0.290188658443587,0.265491379884701,0.181969830714085,0.380887919681629,0.380136717758552,0.216969008353254,0.292507970158216,0.354919217559542,0.288466946358279,0.169633462853662,0.246157783102673,0.212325797224927,0.231404280083481,0.187773394417089,0.311074933583817,0.299340467334573,0.119390100289806,0.175271567449307,0,0.35572942864922,0.162891086473855,0.203628934857774,0.19916186793945,0.12582256813373,0.242043478696636,0.221414614934678,0.143515924597479,0.281034315051662,0.272223714701576,0.205054776405822,0.262437274707022,0.136989748718833,0.244309360391468,0.306135581523394,0.236825804723877,0.252979841235689,0.264865271626395,0.194851667881881,0.257834825600378,0.253187104286169,0.253615909037158,0.30871785131572,0.327118729219255,0.249462170248088,0.320532231857732,0.316979514093988,0.292212735048824,0.336157367055151,0.282483928812466,0.37987635817524,0.309774753529698,0.26324062227442,0.250095278127408,0.258028906001237,0.329562337835203,0.210887900573727,0.189962476767676,0.273882299506915
"Ictalurus_punctatus",0.223521729794367,0.170082255191004,0.292065342823159,0.288980606417025,0.32819334680164,0.29260657414212,0.258627947736355,0.231579441858909,0.262064440785982,0.271295576311624,0.347156845157063,0.374172862193524,0.394042772713743,0.331082427306331,0.390808341219249,0.328540860048824,0.313262405282491,0.335033143737281,0.35572942864922,0,0.347658205855988,0.267485109176061,0.348875253017462,0.345291475900105,0.305993642260276,0.249699429099157,0.329238658991587,0.232436106781589,0.275813406255336,0.271414671717594,0.28559984624989,0.297610176522402,0.227291538559602,0.208795405061561,0.243476183766965,0.35097637412493,0.214123823746406,0.318369558069563,0.328663833818073,0.256388478209205,0.258880802961624,0.259448759204961,0.278300358262343,0.238804856983484,0.346112899362359,0.269519145324462,0.409670539754242,0.322375053790546,0.273829725737435,0.368618083372174,0.315185444350291,0.328184270548277,0.238416330247419,0.323573515813555,0.219935347873413,0.301973375770661,0.322534235231106,0.256494217011541
"Labidesthes_sicculus",0.319605264277424,0.217984908795461,0.213938386967171,0.371842987053928,0.409553323592389,0.254890361022534,0.336823259407145,0.385796388145083,0.317883552192116,0.161317658917175,0.237659696993382,0.258257596941236,0.278127507461455,0.180471250250926,0.351816152890038,0.368961400091487,0.197347140030203,0.257579416946531,0.162891086473855,0.347658205855988,0,0.197991986650715,0.19990710314979,0.19516127718081,0.275414915469527,0.252474067693023,0.222397912970069,0.271989382423961,0.275282756387663,0.235823545701198,0.261781936766833,0.167500047589491,0.237391822236233,0.297090648895693,0.266242410557714,0.243934908607987,0.294281877460232,0.31783890820189,0.328862312641615,0.294319366803071,0.373734768478567,0.378068351380326,0.396919950437708,0.280501372235772,0.349948837691569,0.308908291300756,0.332817774501954,0.365573972888988,0.313703419261688,0.410314598624462,0.353116332944157,0.292957708877488,0.241651307038169,0.288346954142766,0.296327774928818,0.201842967946026,0.180917544139974,0.341760443802291
