"","Ameiurus_melas","Ameiurus_natalis","Aphredoderus_sayanus","Campostoma_anomalum","Campostoma_spadiceum","Cyprinella_lutrensis","Cyprinella_venusta","Cyprinella_whipplei","Dorosoma_cepedianum","Erimyzon_oblongus","Esox_americanus","Etheostoma_chlorosoma","Etheostoma_gracile","Etheostoma_nigrum","Etheostoma_radiosum","Etheostoma_spectabile","Fundulus_notatus","Fundulus_olivaceus","Gambusia_affinis","Ictalurus_punctatus","Labidesthes_sicculus","Lepomis_cyanellus","Lepomis_gulosus","Lepomis_humilis","Lepomis_macrochirus","Lepomis_megalotis","Lepomis_microlophus","Luxilus_chrysocephalus","Lythrurus_snelsoni","Lythrurus_umbratilis","Micropterus_punctulatus","Micropterus_salmoides","Minytrema_melanops","Moxostoma_duquesnei","Moxostoma_erythrurum","Notemigonus_crysoleucas","Notropis_atherinoides","Notropis_atrocaudalis","Notropis_boops","Notropis_buchanani","Notropis_ortenburgeri","Notropis_stramineus","Notropis_suttkusi","Notropis_volucellus","Noturus_exilis","Noturus_gyrinus","Noturus_nocturnus","Percina_caprodes","Percina_copelandi","Percina_phoxocephala","Percina_sciera","Phenacobius_mirabilis","Pimephales_notatus","Pimephales_promelas","Pimephales_vigilax","Pomoxis_annularis","Pomoxis_nigromaculatus","Semotilus_atromaculatus"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",8,4,14,115,123,417,185,155,8,65,13,22,46,5,56,24,16,15,488,59,114,27,4,23,122,109,15,86,390,508,16,48,22,7,13,70,49,120,374,121,157,33,553,13,4,1,47,5,5,23,15,53,118,308,71,19,17,14
