"","geology_PC1","geology_PC2"
"1",3.08152211911225,-1.48547425153654
"2",4.34275086259719,-0.69659128982829
"3",5.10244460264105,-0.413698386412347
"4",3.2787763478368,1.45809946524726
"5",2.21629906570632,0.622087543341718
"6",1.911824052082,-2.89862486950491
"7",1.88456822065242,-3.02345576083797
"8",4.50346319593069,-2.63722117858896
"9",4.57681495850865,-1.54355838562499
"10",4.50229416506695,-2.28083885751167
"11",2.80019340529531,1.72736660323889
"12",4.52245409842585,-0.900584410585006
"13",2.93444371151589,-1.31691574787946
"14",3.25827730805046,1.83431684913077
"15",3.02951677158136,1.60232644108437
"16",4.25949478050801,-0.259161926189127
"17",4.57621977947555,-1.54920575470425
"18",3.13758730102438,-0.292898774327358
"19",3.2055275814602,1.27831779630254
"20",4.17669227412745,0.0873459167275878
"21",4.11437097740892,-0.336586417599202
"22",2.83786537144315,-1.48651696971631
"23",2.50429146918149,-1.74466105006425
"24",2.80303603021342,0.733292335921267
"25",2.49041884684473,0.635599500924718
"26",2.47614996842383,1.12527539942675
"27",3.07412777957714,2.43102346080605
"28",-1.61796289472948,-0.110555444041406
"29",3.07412777957714,2.43102346080605
"30",1.46352080815503,-0.872305452929684
"31",1.40751846195707,-0.901975828795167
"32",0.929275068237219,-1.99972947887217
"33",1.96509572063358,1.13178092065834
"34",3.9983144359656,0.793765932391481
"35",2.70404361843245,1.83524096363173
"36",0.0632108576246499,0.339149127960223
"37",1.0028261356405,-2.21387977536689
"38",4.87873999989234,2.51655852365055
"39",0.00983435782654936,0.310310633911324
"40",1.32744718786827,0.819613904393333
"41",3.53012924068649,1.65427810369424
"42",3.07679523494107,1.75110840944801
"43",0.310944018657411,-0.340326476372972
"44",0.0881853555209184,-0.206543667477436
"45",1.08204724899398,-0.549320403239803
"46",-0.707594071953872,0.509522880104383
"47",0.962538201946533,-1.1385565028855
"48",2.64718390341169,0.880650228461105
"49",4.08414420019357,2.99718690100378
"50",1.87847163338268,1.50591161106707
"51",1.76126143976243,0.613602605237543
"52",2.28878246310384,0.860488036062113
"53",3.28607303208416,2.19867780244611
"54",-1.25292117450162,-0.172744322565408
"55",-0.203933314121205,-0.27140728424091
"56",-0.0445975676541938,0.388389589158992
"57",0.382992528900813,0.994293267663503
"58",1.83967237778396,1.05183660893898
"59",4.0076121682239,2.24262680909251
"60",-0.2914520576125,-0.372578162162618
"61",-0.2914520576125,-0.372578162162618
"62",-0.724447089819513,-0.235818145639972
"63",-0.42163609236929,0.0981422524517525
"64",-0.660662676237496,0.552957594517871
"65",0.289634582003514,-1.00679859962646
"66",-1.36077376547897,-0.687176396518662
"67",-1.17091508942937,-0.407173935955248
"68",-4.27694994116526,0.724497373198139
"69",-4.27694994116526,0.724497373198139
"70",-3.01716332576131,0.185223900671335
"71",-1.86631835148808,0.310583539385458
"72",-1.77667895499703,0.63012940314119
"73",-0.882471019807247,-0.130781056041467
"74",-0.712654619499075,-1.77893114241477
"75",0.43999622131677,-1.33073989229367
"76",0.210724668127076,-1.18200951704057
"77",-0.188690009292223,-0.307825436841271
"78",-0.758396586040841,-0.200002715694918
"79",-0.715956502770527,-0.137954287767257
"80",-0.715956502770527,-0.137954287767257
"81",-0.715956502770527,-0.137954287767257
"82",-1.34718621556603,-0.3243600170363
"83",-1.04647076283378,0.146716127578944
"84",-1.91760096132175,1.33282143122102
"85",-2.1664003820004,0.63384745938931
"86",-1.43661604478467,0.866231922123509
"87",-1.11299378473895,1.08600182325395
"88",-0.531412010906326,1.67931043505499
"89",-1.9132386265534,0.495227084172534
"90",-2.46235927278116,0.462389507554971
"91",-2.90555362222663,0.381051308050175
"92",-5.49345562174259,1.17991345879083
"93",-2.15988512954525,0.473081288915161
"94",-0.340816662437686,2.22501427570124
"95",-2.53553953005262,0.714284249592205
"96",-1.4835007021098,0.183863681321845
"97",-1.94672383349603,0.730898012209601
"98",-2.57310027362705,1.17121914891443
"99",-2.73114721017307,0.812658462153024
"100",-3.45499300851281,1.21794296384637
"101",-3.11819352752825,1.36457293588023
"102",-3.089033219579,1.51870620973941
"103",-3.089033219579,1.51870620973941
"104",-3.48798976445167,1.24380192198002
"105",-2.18910668602301,0.920225152535491
"106",-3.45919805834913,0.663215505086975
"107",-3.07628565759355,0.435423292964921
"108",-2.23755375369693,0.698279185884257
"109",-1.35101285288379,-3.77522699685507
"110",-2.07265167419026,-0.685012345354869
"111",-2.76041476817166,-0.437807053455557
"112",-2.34085565112225,-0.948807302807329
"113",-3.31534117098075,0.130622434012842
"114",-2.9663319044397,1.14614561551839
"115",-2.81778808576924,0.72932359451092
"116",-2.83986763041642,0.712721080273414
"117",-2.20889675285972,1.58039616023547
"118",-1.94321034690235,1.16213961736172
"119",-1.22397224471932,-0.849597377054739
"120",-1.57020453251084,-1.29645636033504
"121",-1.65882709736029,0.241808345139157
"122",-0.135569874182499,-1.859624052116
"123",-1.22397224471932,-0.849597377054739
"124",-1.84423831170945,-5.25685364292038
"125",-1.84423831170945,-5.25685364292038
"126",-0.395670093551582,-3.04317406476721
"127",-0.218061099120796,-2.82082806842953
"128",-0.492219590428115,-1.90874785971807
"129",-0.900196270357747,-0.85370608471189
"130",-3.1761118310596,0.000632732900964994
"131",-3.42907072088438,1.30468744426817
"132",-1.82850671076387,1.49509513933432
"133",-1.95989088672136,0.00446938803134245
"134",-1.22397224471932,-0.849597377054739
"135",-1.13802874424698,-1.71065941102431
"136",-1.8882277396431,-3.15710181179149
"137",-1.71843523418882,-2.03485096287219
"138",-2.14890572395123,0.737932827933101
