"","hydrophysio_PC1","hydrophysio_PC2","hydrophysio_PC3"
"1",0.961421625644048,0.782303459401275,-0.149430145626444
"2",0.509193358916837,1.46755781230309,-0.461511116745326
"3",0.946379633035711,1.00994949183793,-0.201496426078897
"4",0.559142332511993,1.29936246383496,-0.236401236022655
"5",0.36166494544847,1.34974025826974,0.122083551258551
"6",0.242894991774922,1.53958841336521,0.0404850497239082
"7",0.366104289893329,1.43380482276857,-0.0294201011765893
"8",0.688150901854395,1.4166404573761,-0.521562818665143
"9",0.456168333396679,1.67506814775009,-0.602906621525707
"10",1.95856518969671,0.0592634050376564,0.249152961684407
"11",0.266934502248234,1.33507430207581,0.0904499586434206
"12",1.34557506762222,0.344073049758517,0.262341408531825
"13",0.877570667238375,1.00549345512651,0.242500034601324
"14",0.587854061280658,1.13458597323357,-0.273970538417962
"15",0.115547964473919,1.19899022987437,0.249019363344839
"16",0.728481736595744,0.989879588434339,-0.0712622757830985
"17",1.57378158681493,0.201617175350679,0.460434488212829
"18",0.590664038160419,1.45090606267455,-0.482880818742187
"19",0.393540501947758,1.52260587696852,-0.440112664078969
"20",-0.127483268222539,1.39398322178511,-0.576427970110711
"21",-0.461013011599812,1.65015533322724,-0.756062033007549
"22",-0.540324827389185,1.45528828934387,-0.774691337931978
"23",-0.627556904759284,1.97138322755969,-1.00719556656605
"24",-2.73242582268565,0.239916826217726,-0.548936801025237
"25",-2.93881855511319,-0.180626590233233,0.343416112098787
"26",-1.25354206279518,-2.08043797151269,0.046403565674599
"27",0.883908575269261,0.179310434905022,-0.164576129489133
"28",-0.0905325865566229,-2.61048634094424,1.19610155032437
"29",0.883908575269261,0.179310434905022,-0.164576129489133
"30",-0.0926097837828445,2.00613355815219,-0.64788107148019
"31",-0.171169498982218,1.58143617535273,0.261087726410896
"32",-0.888722619528993,1.70463912034541,0.353160674381626
"33",-0.234948420655817,1.31703022303988,-0.707778963736046
"34",0.608632468240994,1.01958724701524,0.157459405585454
"35",0.644649765676393,0.8656195185491,0.650331965803856
"36",0.418012611187971,1.1848848950354,-0.445972220144342
"37",-0.996742443808558,1.35204626401948,1.56908536707461
"38",2.24642066277825,-1.37808597234471,-0.136513930588586
"39",0.98335029903517,0.730074620253347,-0.139379518101707
"40",-1.33206216205272,-0.147814466890534,-1.0991120700175
"41",0.121406217880862,1.59932436192865,-0.0224496078044912
"42",-0.777163036982308,1.2580045663735,0.476451888556844
"43",1.15837241497536,0.601904036875379,0.579068076850248
"44",0.877965489090407,1.06172896842382,-0.370028552898436
"45",-2.61828544224827,-0.33039788135613,-1.78785959315792
"46",1.10286522781735,0.089341593813583,-0.192384775674981
"47",-4.3365991093347,-0.299303365673152,7.64652065701087
"48",-1.80632384466665,1.12915714735023,3.43050208097686
"49",-0.112825079243356,1.80900630157336,-0.319072684765304
"50",0.0657217740797165,1.43036527173113,-0.0556291974475047
"51",-5.61737432963453,-1.42394405457619,-2.20629967798253
"52",-0.256099649392662,1.74962734416108,-0.109076711179385
"53",0.0156505578640337,1.82770175378711,-0.418283980218437
"54",-1.37035480833421,-1.24858678512627,-1.59007844065065
"55",0.838422694974935,0.867005085977345,0.09086322517969
"56",1.24935738408343,0.263924926487107,0.0377464656197485
"57",0.423518994428149,1.26506442349208,-0.645232939499073
"58",-0.239135161639245,1.23771937178136,-0.587469027293015
"59",-0.242507329515285,1.81803278708872,-0.199187398138008
"60",-4.57504749267461,-0.852649258248298,6.99824309030219
"61",-4.57504749267461,-0.852649258248298,6.99824309030219
"62",-0.350580593322511,0.233505106117346,0.594724775501045
"63",-1.00902891066818,0.539145346998278,2.30882346842918
"64",0.0937420922496834,-0.0662145930861442,0.171712947603493
"65",-0.108625466631916,1.69129032912144,-0.179442658020214
"66",-4.03929864890029,-0.896258061769127,-1.2180223721292
"67",-4.30761724719087,-1.48888448735369,-1.3511764299644
"68",2.86538104692258,-3.33270241457642,0.697586423195089
"69",2.86538104692258,-3.33270241457642,0.697586423195089
"70",0.542189361296997,0.0503640409879518,-0.800938464399965
"71",-5.30338953934319,-4.20838910808326,4.46889606088042
"72",-1.8676580843559,-2.9703701020784,-0.353088970039282
"73",-3.80484097784059,-2.15101671972061,-0.893049344573441
"74",0.339272151842871,0.943158427725361,-0.00800590932806392
"75",-0.29465938524524,1.15587013584847,-0.0760167418162956
"76",-0.114254156944966,1.79112361669086,-0.687907586973312
"77",-0.261323762538661,1.73487852926061,0.022736262024817
"78",0.181011283033518,1.42629789727706,-0.521398415422458
"79",0.0873592672482856,1.26936085199354,-0.221476194812743
"80",0.0873592672482856,1.26936085199354,-0.221476194812743
"81",0.0873592672482856,1.26936085199354,-0.221476194812743
"82",0.331771839728722,1.17955319445843,-0.136863156733762
