"","landcover_PC1","landcover_PC2","landcover_PC3","landcover_PC4","landcover_PC5","landcover_PC6"
"1",3.79370535669808,-0.838548622323656,0.9563943039064,0.284754558890082,1.00205036777249,-0.526569092990433
"2",5.43192001412231,-3.03804522420344,-0.0520669619670728,1.45697499618679,3.8616869029111,0.786310713840589
"3",6.20206173634021,-2.17856959211942,1.16079962132229,1.79820508380241,5.47832362900671,0.742395580227314
"4",2.81869256455824,-2.42919331412062,-0.614475950413192,-0.397741553865411,-1.26012804105845,-0.647273610874085
"5",4.85055150903148,-2.55945509859506,0.241300513319047,1.57800001203654,4.00518177424375,0.677568732569752
"6",3.27576169796775,-0.977980114908043,0.00958572282420689,0.0592846845324641,-0.57933631268379,-0.36894037557468
"7",2.09025544178796,0.271988733282793,-0.014821908834856,1.43583876167692,1.74146722211666,1.74823686108497
"8",2.64064582421144,-2.07497866429749,-0.761102467500159,-0.195398080260512,-1.28246434464304,-0.327524620671822
"9",3.01266129354544,-2.260434738817,-0.6290379880953,-0.346515696599938,-1.24555167756433,-0.542646244571538
"10",2.5559961863889,-2.49235340967188,-0.843401004073763,-0.306661565203347,-1.31947195500985,-0.459418286493315
"11",2.28865640390775,2.33530570258431,1.08359713471634,-0.54988588502077,-0.265324304447775,0.136366642810325
"12",5.96718818502212,-1.95676638694213,0.917496489243699,1.99298902522788,5.39495201592718,1.01583231278523
"13",5.06046591108968,-1.6665197393647,0.677280765532963,2.27829159150119,5.41393771293813,1.37461665135498
"14",1.89514519294937,-0.461050168839006,-0.720640928061061,0.646914771797648,-0.788378076553972,0.47971611590013
"15",1.28186326133761,2.46601689395572,1.07188335960901,-0.524611532838061,-0.318861898468414,-0.0531252517403671
"16",2.51903543667367,-0.73823559074395,0.120876047499675,0.013428326361061,-0.931483690127972,-0.668726902566966
"17",1.79611007199519,-1.58980733436003,-0.726189617947723,-0.156275503022088,-0.844169890434142,-0.274778364139032
"18",2.79135890180078,-2.2530150638406,-0.66801591749341,-0.342921460437221,-1.31679959434383,-0.471937574234474
"19",3.414310823242,-1.17832563893448,0.167596617519254,-0.242704800285023,-1.01317295874836,-0.897694382658153
"20",3.09081934681544,-1.50173179367764,-0.0963831920606039,-0.255233504959609,-1.05360355556685,-0.762602836265262
"21",2.622677221887,-1.02639311301426,-0.215366770172053,0.170127670209801,-0.524516305948926,-0.238246875356451
"22",2.59514581069272,-0.997833589345258,0.293744784938243,-0.285130383796474,-0.321771241718838,0.0683988655666715
"23",2.65507748547594,-0.187305734616549,-0.260609840343725,0.515892174734816,-0.553041463162594,0.0786323243552909
"24",1.69680049695694,2.72234996012946,1.04722502913214,-0.558019097849165,0.383651324891988,-0.207850875655529
"25",1.76502537509941,3.47762929591981,-0.354422332447406,-1.10502408378821,2.20248912058312,-2.82483020885808
"26",0.90359537911085,1.02688877600106,-4.29333805787859,-13.7084641094183,0.914336135750752,4.78516998577105
"27",-0.640220743876431,1.21029799451995,-1.5894866882557,1.4524423217071,-1.1163610129866,1.6809508484535
"28",-3.11073229526764,2.02351955257275,-3.77598787601268,0.0640015373701814,1.46469404238614,1.32543673586693
"29",-0.640220743876431,1.21029799451995,-1.5894866882557,1.4524423217071,-1.1163610129866,1.6809508484535
"30",1.39037770608227,-1.33685123741756,-0.116719536516868,0.0851538670899833,-0.5479769370109,-0.256640602517689
"31",2.06551624981513,-0.156753850913691,0.203874249212681,0.000948986440898567,-0.646678199748427,0.618407196494101
"32",0.281160545452641,3.01661613447769,-0.7432778124962,-0.460686783443676,0.637320762909515,0.53495238157129
"33",2.71096196964896,-1.29971181552542,-0.122708903686348,-0.133644002150196,-1.0433288455762,-0.623716118252783
"34",1.84782980784869,-1.09496634548704,-0.691510167580299,0.222535196501156,-1.14767367431686,-0.0785430427733755
"35",2.79899870684009,-1.27422443276082,-0.376066461021473,-0.0722600854994791,-1.17569531989362,-0.427357284580883
"36",2.63523269123974,-1.09030536701826,-0.0953014014474527,-0.105137409630024,-1.09402377465771,-0.645214583143401
"37",1.03540640146288,6.28760864233294,1.59728353169502,0.294610309373375,-0.753172121925318,0.551374512634788
"38",-0.58344163551398,-0.574740046411362,-0.523982535910221,0.559734611130041,-0.817367312466564,0.075997431187712
"39",2.5513878010747,-2.1618399956433,-0.644569622967587,-0.295436463711266,-1.31690095551129,-0.507226562065936
"40",0.102148598509113,0.0851160862963603,-0.746012585086758,-0.892657548321809,-0.373926250017324,0.963660334620787
"41",2.0874485196029,-1.56858123752009,-1.05238343499085,0.142806667435163,-1.39301658953078,0.0708750853630615
"42",2.35685367399341,-1.87363887332544,-1.26706848282337,-0.395441592132744,-0.481082839155472,-1.83359611411161
"43",3.01283995450489,-2.26385106538191,-0.79253506435054,-3.14656924523175,-3.13545510719633,-1.0315518786869
"44",2.20603562322871,-1.63808719827681,-1.31255271860214,-3.05600479534974,-2.19365353290195,0.227618772271687
"45",1.24746790260814,0.601213936250222,-0.524032391458025,-0.713789659090055,-0.0539616672003463,1.23522576451633
"46",-0.463465738095658,0.974740949121062,-0.40712396486224,0.786971408431789,-0.944789176091658,1.16967816935864
"47",0.126183551042376,5.38079875815841,0.971487136843659,0.482799367916026,-0.599776701691177,0.969570113664437
"48",2.0433204822238,1.97772710698157,1.20488046822002,-0.69469261096919,-0.220579863819813,0.0187942537592101
"49",2.49550770488202,2.90325872214259,2.11192213337352,-0.970270574908157,0.0030206102734342,-0.77869321163533
